Index;Date;Name;Description;Amount_raised;Amount_number;Data AI keyword;Series
1410;June 23, 2022;Examedi;a Santiago, Chile-based at-home medical services solution;$17 million;17;FALSE;Series A
1411;June 23, 2022;Magnetic Insight;an Alameda, Calif.-based imaging diagnostics company;$17 million;17;FALSE;Series B
1412;June 23, 2022;Vibe Biotechnology;a Boston-based community of patients, scientists, and partners;$12 million;12;FALSE;Unknown
1413;June 23, 2022;Global Premier Fertility;an Irvine, Calif.-based fertility company;$11 million;11;FALSE;Series C
1414;June 23, 2022;Vamstar;a London-based sourcing and procurement platform for medical supplies and pharmaceuticals;$9.5 million;9,5;FALSE;Series A
1415;June 23, 2022;Aidaly;a Boston-based compensation and financial services provider to family caregivers;$8.5 million;8,5;FALSE;Unknown
1416;June 23, 2022;4CRisk.ai;a Redwood City, Calif.-based A.I. solutions provider for risk and compliance companies;$8 million;8;TRUE;Series A
1417;June 23, 2022;Enara;a San Mateo, Calif.-based weight management platform;$6 million;6;FALSE;Unknown
1418;June 23, 2022;Myria;a Los Angeles-based private marketplace for ultra-high-net-worth individuals and family offices;$4.3 million;4,3;FALSE;Seed
1419;June 23, 2022;trumpet;a London-based B2B sales startup;$1.97 million;1,97;FALSE;Seed
1420;June 24, 2022;Openly;a Boston-based homeowners insurance provider through independent agents;$75 million;75;FALSE;Series C
1421;June 24, 2022;Sanas;a Palo Alto-based accent translation technology company;$32 million;32;FALSE;Series A
1422;June 24, 2022;Strapi;a San Francisco-based content management system;$31 million;31;FALSE;Series B
1423;June 24, 2022;AiVF;a Tel Aviv-based IVF startup;$25 million;25;FALSE;Series A
1424;June 24, 2022;Apptronik;an Austin-based robotics company;$14.6 million;14,6;FALSE;Seed
1425;June 24, 2022;BotsAndUs;a London-based intelligence and robotics company;$13 million;13;FALSE;Seed
1426;June 24, 2022;Synop;a New York-based electric vehicle fleet operations platform;$10.1 million;10,1;FALSE;Seed
1427;June 24, 2022;designstripe;a Montreal-based visual communication platform;$10 million;10;FALSE;Unknown
1428;June 24, 2022;Symbrosia;a Kailua-Kona, Hawaii-based seaweed feed additive startup;$7 million;7;FALSE;Series A
1429;June 24, 2022;Kasheesh;a New York-based digital payment platform;$5.5 million;5,5;FALSE;Unknown
1430;June 24, 2022;Octane11;a New York-based B2B data platform;$4.5 million;4,5;TRUE;Seed
1431;June 24, 2022;Kins;a New York-based hybrid care physical therapy practice;$4 million;4;FALSE;Seed
1432;June 24, 2022;Rerun;a Stockholm-based computer vision software building platform;$3.2 million;3,2;FALSE;Seed
1433;June 27, 2022;Eneva;a Rio de Janeiro-based power company;$801 million;801;FALSE;Unknown
1434;June 27, 2022;ShopBack;a Singapore-based online shopping rewards app;$80 million;80;FALSE;Series F
1435;June 27, 2022;Gearset;a Cambridge, U.K.-based DevOps solutions provider for Salesforce;$55 million;55;FALSE;Unknown
1436;June 27, 2022;WorkMotion;a Berlin-based HR platform;$50 million;50;FALSE;Series B
1437;June 27, 2022;Evinced;a Palo Alto-based software company;$38 million;38;FALSE;Series B
1438;June 27, 2022;ESG Book;a London-based sustainability data and technology platform;$35 million;35;TRUE;Series B
1439;June 27, 2022;Vibrant Planet;a San Francisco-based forest restoration and land management platform;$17 million;17;FALSE;Seed
1440;June 27, 2022;ConductorOne;a remote-based identity security platform;$15 million;15;TRUE;Series A
1441;June 28, 2022;Pine Gate Renewables;an Asheville, N.C.-based renewable energy developer for solar and storage;$200 million;200;FALSE;Unknown
1442;June 28, 2022;Pave;a San Francisco-based compensation platform;$100 million;100;FALSE;Series C
1443;June 28, 2022;Speechmatics;a Cambridge, U.K.-based speech recognition technology company;$62 million;62;FALSE;Series B
1444;June 28, 2022;Cyolo;a Tel Aviv-based zero trust network access solution provider;$60 million;60;FALSE;Series B
1445;June 28, 2022;Atomo Coffee;a Seattle-based coffee company;$40 million;40;FALSE;Series A
1446;June 28, 2022;Eclipse Foods;an Oakland-based plant-based dairy products provider;$40 million;40;FALSE;Series B
1447;June 28, 2022;Incredibuild;a Tel Aviv-based hybrid development acceleration platform provider for developers and DevOps teams;$35 million;35;FALSE;Series B
1448;June 28, 2022;Socially Determined;a Washington D.C.-based health care analytics company;$26 million;26;TRUE;Series B
1449;June 28, 2022;Kogniz;a Berkeley, Calif.-based computer vision platform;$10 million;10;FALSE;Unknown
1450;June 28, 2022;Salesroom;a Boston-based video conferencing platform for sales professionals;$8.5 million;8,5;FALSE;Seed
1451;June 28, 2022;Populix;a Jakarta, Indonesia-based consumer insights platform;$7.7 million;7,7;FALSE;Series A
1452;June 28, 2022;Veritonic;a New York-based audio analytics and research platform;$7.5 million;7,5;TRUE;Series A
1453;June 28, 2022;Swave Photonics;a Leuven, Belgium-based semiconductor company that designs and markets holographic chips;$7.41 million;7,41;FALSE;Seed
1454;June 28, 2022;AI Squared;a Washington D.C.-based A.I. integration platform;$6 million;6;TRUE;Seed
1455;June 28, 2022;Magical Mushroom Company;an Esher, U.K.-based packaging company using mushrooms;$3.69 million;3,69;FALSE;Seed
1456;June 28, 2022;Adwisely;a Wilmington, Del.-based ad automation platform for e-commerce DTC brands;$1.5 million;1,5;FALSE;Seed
1457;June 29, 2022;Intersect Power;a Beaverton, Ore.-based solar energy project developer;$750 million;750;FALSE;Unknown
1458;June 29, 2022;DataArt;a New York-based software engineering firm;$75 million;75;FALSE;Unknown
1459;June 29, 2022;Front;a San Francisco-based customer communication platform;$65 million;65;FALSE;Series D
1460;June 29, 2022;PicnicHealth;a San Francisco-based health technology company;$60 million;60;FALSE;Series C
1461;June 29, 2022;Kaiko;a Paris-based cryptocurrency market data provider;$53 million;53;TRUE;Series B
1462;June 29, 2022;Lightbits;a San Jose-based software storage data platform;$42 million;42;TRUE;Unknown
1463;June 29, 2022;Birdie;a London-based home health care tech platform;$30 million;30;FALSE;Series B
1464;June 29, 2022;Nautical Commerce;a New York-based multi-vendor platform for marketplaces;$30 million;30;FALSE;Series A
1465;June 29, 2022;Normalyze;a San Francisco-based cloud security platform;$22.2 million;22,2;TRUE;Series A
1466;June 29, 2022;Opaque Systems;a San Francisco-based analytics and A.I. platform for confidential computing;$22 million;22;TRUE;Series A
1467;June 29, 2022;Workvivo;a Cork, Ireland and Boston-based employee experience app;$22 million;22;FALSE;Series B
1468;June 29, 2022;Konnecto;a Tel Aviv-based prescriptive marketing platform;$21 million;21;FALSE;Seed
1469;June 29, 2022;Cordio Medical;an Or Yehuda, Israel-based medical speech processing platform;$18 million;18;FALSE;Unknown
1470;June 29, 2022;Ria Health;a San Francisco-based telehealth provider for alcohol use disorder treatment;$18 million;18;FALSE;Series A
1471;June 29, 2022;Zigazoo;a Miami-based social network and NFT education platform for kids;$17 million;17;FALSE;Series A
1472;June 29, 2022;Onda;a remote-based tequila seltzer brand;$12.5 million;12,5;FALSE;Unknown
1473;June 29, 2022;Audience;a Miami-based outbound marketing platform;$10 million;10;FALSE;Series A
1474;June 29, 2022;Bykea;a Karachi, Pakistan-based, bike-riding on-demand delivery platform;$10 million;10;FALSE;Unknown
1475;June 29, 2022;Dynamic;a remote-based multi-chain, wallet-based authentication and authorization platform;$7.5 million;7,5;FALSE;Seed
1476;June 29, 2022;Hank;a New York-based community building platform for older adults;$7 million;7;FALSE;Seed
1477;June 29, 2022;Screenloop;a London-based hiring intelligence platform;$7 million;7;FALSE;Seed
1478;June 29, 2022;Heyday;a San Francisco-based research assistant;$6.5 million;6,5;FALSE;Seed
1479;June 29, 2022;BIT ODD;a Helsinki-based gaming company;$5.26 million;5,26;FALSE;Unknown
1480;June 29, 2022;Entrepreneur First;a London-based investor in early stage founder talent;$158 million;158;FALSE;Series C
1481;June 29, 2022;ReCode Therapeutics;a Dallas and Menlo Park, Calif.-based genetic medicines company;$120 million;120;FALSE;Series B
1482;June 29, 2022;Tomorrow Health;a New York-based home-based care company;$60 million;60;FALSE;Series B
1483;June 29, 2022;PolySign;a New York, Oakland, and San Francisco-based digital asset infrastructure development company for financial institutions;$53 million;53;FALSE;Series C
1484;June 29, 2022;Progcap;a Delhi, India-based financing solutions provider for small and mid-size businesses;$40 million;40;FALSE;Unknown
1485;June 29, 2022;Collage Group;a Bethesda, Md.-based cultural intelligence platform;$25 million;25;FALSE;Unknown
1486;June 29, 2022;Tenet;a New York-based EV financing platform;$18 million;18;FALSE;Seed
1487;June 29, 2022;WiredScore;a New York-based real estate certification company;$15 million;15;FALSE;Series B
1488;June 29, 2022;Helios;a Tel Aviv-based application development platform;$5 million;5;FALSE;Seed
1489;June 29, 2022;Vibrant;a Copenhagen-based android-based application for receiving mobile payments;$4.18 million;4,18;FALSE;Seed
1490;June 29, 2022;Modo Energy;a Birmingham, U.K.-based energy data analytics startup;$3.88 million;3,88;TRUE;Series A
1491;July 1, 2022;Evolved By Nature;a Boston-based activated silk biotech company;$120 million;120;FALSE;Series C
1492;July 1, 2022;Shubham Housing Development;a Gurgaon, India-based mortgage lender;$112 million;112;FALSE;Unknown
1493;July 1, 2022;Faeth Therapeutics;an Oakland-based cancer metabolism company;$47 million;47;FALSE;Series A
1494;July 1, 2022;Moon Surgical;a Paris and San Carlos, Calif.-based collaborative robotics company;$31.3 million;31,3;FALSE;Series A
1495;July 1, 2022;Vita Mojo;a London-based restaurant software platform for digital ordering;$30 million;30;FALSE;Unknown
1496;July 1, 2022;TaskHuman;a Palo Alto-based digital coaching platform;$20 million;20;FALSE;Series B
1497;July 1, 2022;aware;a Berlin-based health care data company focused on chronic diseases;$15 million;15;TRUE;Seed
1498;July 1, 2022;Black Swan Data;a London-based data science and consumer behavior prediction company;$18.5 million;18,5;TRUE;Unknown
1499;July 1, 2022;Sensible Care;a Santa Ana, Calif.-based online behavioral health provider;$13 million;13;FALSE;Series A
1500;July 1, 2022;H2SITE;a Bilbao, Spain-based on-site hydrogen production company;$13.1 million;13,1;FALSE;Seed
1501;July 1, 2022;Stake;a New York-based banking services provider to renters;$12 million;12;FALSE;Series A
1502;July 1, 2022;Avant;a Hong Kong and Singapore-based cell-cultivated fish and seafood biotech company and platform;$10.8 million;10,8;FALSE;Unknown
1503;July 1, 2022;HomeLister;a Santa Monica, Calif.-based online home selling platform;$10 million;10;FALSE;Series A
1504;July 1, 2022;Trinsic;a Salt Lake City-based infrastructure platform for developers;$8.5 million;8,5;FALSE;Seed
1505;July 1, 2022;oak9;a Chicago-based cybersecurity platform;$8 million;8;TRUE;Unknown
1506;July 1, 2022;Ophelos;a London-based debt resolution tech platform;$6.09 million;6,09;FALSE;Seed
1507;July 1, 2022;STRIVE;a Seattle-based muscle data platform;$6 million;6;TRUE;Series A
1508;July 1, 2022;Fitmint;a Bengaluru-based fitness app where you earn cryptocurrency;$1.6 Million;1,6;FALSE;Seed
1509;July 1, 2022;StyleScan;a Los Angeles-based virtual-dressing technology developer for the fashion industry;$1 million;1;FALSE;Unknown
1510;July 5, 2022;VulcanForms;a Burlington, Mass.-based digital manufacturing company;$355 million;355;FALSE;Seed
1511;July 5, 2022;Zilch;a London and Miami-based buy-now-pay-later platform;$50 million;50;FALSE;Series C
1512;July 5, 2022;Oxford Quantum Circuits;a Reading, U.K.-based quantum computing company;$46.45 million;46,45;FALSE;Series A
1513;July 5, 2022;Modular;a Los Altos, Calif.-based A.I. developer platform;$30 million;30;TRUE;Unknown
1514;July 5, 2022;Onomondo;a Copehnagen-based cellular network operator;$21 million;21;FALSE;Series A
1515;July 5, 2022;Current Foods;a San Francisco-based plant-based seafood company;$18 million;18;FALSE;Seed
1516;July 5, 2022;Quantum Source;a Rehovot, Israel-based quantum computing company;$15 million;15;FALSE;Seed
1517;July 5, 2022;Seatti;a Munich-based collaborative workspace management platform;$3.13 million;3,13;FALSE;Seed
1518;July 5, 2022;Profasee;a Miami-based pricing platform;$2.3 million;2,3;FALSE;Seed
1519;July 6, 2022;CELUS;a Munich-based circuit board engineering company;$25.65 million;25,65;FALSE;Series A
1520;July 6, 2022;Oxbury;a Chester, U.K.-based AgTech bank;$23.84 million;23,84;FALSE;Unknown
1521;July 6, 2022;Tesorio;a San Francisco-based accounts receivable management platform;$17 million;17;FALSE;Series B
1522;July 6, 2022;watchTowr;a Singapore-based cybersecurity startup;$8 million;8;TRUE;Series A
1523;July 6, 2022;Promoted.ai;a San Francisco-based marketplace optimization platform;$6 million;6;FALSE;Seed
1524;July 6, 2022;Orus;a Paris-based insurance startup;$5.13 million;5,13;FALSE;Unknown
1525;July 6, 2022;Maolac;a Tirat Hacarmel, Israel-based food tech startup;$3.2 million;3,2;FALSE;Seed
1526;July 6, 2022;TakeProfit;a San Francisco-based community-driven trading platform;$3 million;3;FALSE;Seed
1527;July 6, 2022;Adapty;a New York-based monetization tool for mobile apps;$2 million;2;FALSE;Unknown
1528;July 6, 2022;SymTerra;a London-based communications platform for the construction project supply chain;$1.7 million;1,7;FALSE;Seed
1529;July 7, 2022;YuLife;a London-based insurance company;$120 million;120;FALSE;Series C
1530;July 7, 2022;Swimlane;a Louisville, Colo.-based security automation company;$70 million;70;TRUE;Series C
1531;July 7, 2022;Zeem Solutions;an Inglewood, Calif.-based zero emission commercial vehicles provider;$50 million;50;FALSE;Unknown
1532;July 7, 2022;Iceotope Technologies;a Sheffield, U.K.-based precision immersion cooling technology company;$35.77 million;35,77;FALSE;Unknown
1533;July 7, 2022;Tropic Biosciences;a Norwich, U.K.-based plant breeding and gene editing AgTech;$35 million;35;FALSE;Unknown
1534;July 7, 2022;EVCS;an Arcadia, Calif.-based electric vehicle charging network operator;$18.8 million;18,8;FALSE;Series A
1535;July 7, 2022;Finalis;a New York and San Francisco-based technology platform for dealmakers;$10.7 million;10,7;FALSE;Seed
1536;July 7, 2022;Foresite Technology Solutions;a Costa Mesa, Calif.-based construction software company;$8 million;8;FALSE;Unknown
1537;July 7, 2022;APFusion;a Champaign, Ill.-based automotive B2B marketplace and SaaS company;$6.5 million;6,5;FALSE;Seed
1538;July 7, 2022;Finli;a San Marino, Calif.-based payment management platform for small businesses;$6 million;6;FALSE;Seed
1539;July 8, 2022;Coalition;a San Francisco-based digital and executive risk insurance company;$250 million;250;FALSE;Series F
1540;July 8, 2022;Flexe;a Seattle-based programmatic logistics company;$119 million;119;FALSE;Series D
1541;July 8, 2022;Tebra;a Newport Beach, Calif.-based operating system for independent health care practices;$72 million;72;FALSE;Unknown
1542;July 8, 2022;DEUNA;a Mexico City-based commerce operating system;$30 million;30;FALSE;Series A
1543;July 8, 2022;Kernal Biologics;a Cambridge, Mass.-based development-stage mRNA-technology company developing cancer therapeutics;$25 million;25;FALSE;Series A
1544;July 8, 2022;Lucinity;a Reykjavík, Iceland-based anti-money laundering software developer;$17 million;17;FALSE;Series B
1545;July 8, 2022;Logiwa;a Chicago-based cloud fulfillment platform;$16.4 million;16,4;FALSE;Series B
1546;July 8, 2022;Griffin;a London-based banking as a service fintech firm;$15.5 million;15,5;FALSE;Unknown
1547;July 8, 2022;Fyto;a Bay Area, Calif-based aquatic plant science automation company;$15 million;15;FALSE;Series A
1548;July 8, 2022;Sortera Alloys;a Fort Wayne, Ind.-based scrap metal sorting and recycling company;$10 million;10;FALSE;Unknown
1549;July 8, 2022;WagerWire;a Los Angeles-based marketplace where bettors can buy and sell previously placed sports bets;$3 million;3;FALSE;Seed
1550;July 19, 2022;Epic Bio;a San Francisco-based biotech company developing ultracompact therapies for gene expression in vivo;$55 million;55;FALSE;Series A
1551;July 19, 2022;Spruce;an Austin-based lifestyle service provider;$26 million;26;FALSE;Series B
1552;July 19, 2022;Phaidra;a Seattle-based A.I. control system company for industrial projects;$25 million;25;TRUE;Series A
1553;July 19, 2022;Fulcrum BioEnergy;a Pleasanton, Calif.-based clean energy company;$20 million;20;FALSE;Unknown
1554;July 19, 2022;XSET;a Boston-based gaming and lifestyle organization;$15 million;15;FALSE;Series A
1555;July 19, 2022;WeMoney;a Perth, Australia-based debt tracking and payment platform;$7 million;7;FALSE;Unknown
1556;July 19, 2022;Cornerstone AI;a San Francisco-based health care data company;$5 million;5;TRUE;Seed
1557;July 19, 2022;Perelel;a Los Angeles-based women’s vitamin company;$4.7 million;4,7;FALSE;Seed
1558;July 19, 2022;Resolve;a Hanover, N.H.-based medical bills payment platform;$3.3 million;3,3;FALSE;Seed
1559;July 19, 2022;CLUB;a London-based gaming studio;$3.1 million;3,1;FALSE;Seed
1560;July 19, 2022;Hearth Display;a Brooklyn, New York-based digital touchscreen board company;$3 million;3;FALSE;Unknown
1561;July 19, 2022;Nevermined;a Zug, Switzerland-based Web3 company that provides tools to read, write, and own digital assets;$3.04 million;3,04;FALSE;Unknown
1562;July 18, 2022;Monolith;a Lincoln, Neb.-based clean hydrogen company;$300 million;300;FALSE;Unknown
1563;July 18, 2022;Impress;a Barcelona-based orthodontics company;$125 million;125;FALSE;Series B
1564;July 18, 2022;AI21 Labs;a Tel Aviv-based machine learning company;$64 million;64;TRUE;Series B
1565;July 18, 2022;Okendo;a Sydney-based customer review platform for ecommerce brands;$26 million;26;FALSE;Series A
1566;July 18, 2022;Vegrow;a Bengaluru, India-based B2B marketplace for fruits;$25 million;25;FALSE;Series B
1567;July 18, 2022;Stationhead;a New York-based social music platform for artists and fans;$12 million;12;FALSE;Series A
1568;July 18, 2022;Medusa;a Copenhagen-based e-commerce platform for Javascript developers;$8 million;8;FALSE;Seed
1569;July 18, 2022;Super Mojo;a New York-based NFT financing platform;$6 million;6;FALSE;Seed
1570;July 18, 2022;Hintsa Performance;an Abu Dhabi, Helsinki, London, and Zurich-based coaching and well-being services platform;$5.18 million;5,18;FALSE;Unknown
1571;July 15, 2022;Merlin Labs;a Boston-based autonomous flight technology developer for fixed-wing aircrafts;$105 million;105;FALSE;Series B
1572;July 15, 2022;Bishop Fox;a Tempe, Ariz.-based offensive security company;$75 million;75;TRUE;Series B
1573;July 15, 2022;Preply;a Brookline, Mass.-based online language learning marketplace;$50 million;50;FALSE;Series C
1574;July 15, 2022;Kontent.ai;a Brno, Czech Republic-based modular content platform;$40 million;40;FALSE;Unknown
1575;July 15, 2022;Dedrone;a San Francisco-based airspace security company;$30 million;30;TRUE;Series C
1576;July 15, 2022;HIVERY;a Sydney-based retail assortment strategy simulation and optimization solutions company;$30 million;30;FALSE;Unknown
1577;July 15, 2022;Robin;a Boston-based hybrid workplace company;$30 million;30;FALSE;Series C
1578;July 15, 2022;Detect Technologies;a Chennai, India-based, A.I.-based SaaS company;$28 million;28;TRUE;Series B
1579;July 15, 2022;FORT Robotics;a Philadelphia-based communications and control company for smart machines;$25 million;25;FALSE;Series B
1580;July 15, 2022;Particle Health;a New York-based API platform for health care data exchange;$25 million;25;TRUE;Unknown
1581;July 15, 2022;Canvas Medical;a San Francisco-based electronic medical record and payments platform for healthcare;$24 million;24;FALSE;Series B
1582;July 15, 2022;Uplevel;a Seattle-based engineering insights company;$20 million;20;FALSE;Unknown
1583;July 15, 2022;Wysa;a Boston-based digital mental health platform;$20 million;20;FALSE;Unknown
1584;July 15, 2022;Xilis;a Durham, N.C.-based biotechnology cancer company;$19.2 million;19,2;FALSE;Series A
1585;July 15, 2022;Hang;a remote-based NFT-powered loyalty and membership software solution for brands;$16 million;16;FALSE;Series A
1586;July 15, 2022;NervGen Pharma;a Vancouver-based medicine company treating nerve damage and neurodegenerative diseases;$15 million;15;FALSE;Unknown
1587;July 15, 2022;Walla;a San Diego-based studio management software for boutique fitness businesses;$8 million;8;FALSE;Series A
1588;July 15, 2022;Bobidi;a Los Gatos, Calif-based A.I. model test platform;$5.8 million;5,8;TRUE;Unknown
1589;July 15, 2022;Pebble;a Cambridge, Mass.-based personalized investment platform;$5 million;5;FALSE;Seed
1590;July 15, 2022;RIDE Capital;a Berlin-based investing platform;$3 million;3;FALSE;Unknown
1591;July 15, 2022;Xage;a Palo Alto-based zero trust security company;$2 million;2;TRUE;Series B
1592;July 15, 2022;Chewbox;a Los Angeles-based ghost kitchen software company;$1.25 million;1,25;FALSE;Seed
1593;July 14, 2022;Terra CO2;a Golden, Colo.-based low-carbon alternatives producer for cement production;$46 million;46;FALSE;Series A
1594;July 14, 2022;Pulley;a San Francisco-based cap table and equity management platform;$40 million;40;FALSE;Series B
1595;July 14, 2022;AssemblyAI;a San Francisco-based audio intelligence API;$30 million;30;FALSE;Series B
1596;July 14, 2022;Deci;a Ramat Gan, Israel-based deep learning development platform;$25 million;25;FALSE;Series B
1597;July 14, 2022;NutriSense;a Chicago-based metabolic health technology platform;$25 million;25;FALSE;Series A
1598;July 14, 2022;You.com;a San Francisco-based open search platform;$25 million;25;FALSE;Series A
1599;July 14, 2022;DeltaStream;a San Mateo, Calif.-based streaming database platform provider for enterprise customers;$10 million;10;TRUE;Seed
1600;July 14, 2022;Arkive;a San Francisco-based decentralized museum curated by its members;$9.7 million;9,7;FALSE;Unknown
1601;July 14, 2022;Syrup Tech;a New York-based predictive inventory software platform;$6.3 million;6,3;FALSE;Unknown
1602;July 14, 2022;Posterity Health;a Greenwood Village, Colo.-based digital male fertility platform;$6 million;6;FALSE;Seed
1603;July 14, 2022;Here;a Miami-based vacation rental investment platform;$5 million;5;FALSE;Seed
1604;July 14, 2022;ZKX;a remote-based derivatives trading protocol built on StarkNet;$4.5 million;4,5;FALSE;Seed
1605;July 14, 2022;VECKTA;a San Diego-based online energy marketplace;$3.3 million;3,3;FALSE;Seed
1606;July 14, 2022;Trend;a Miami-based content creator network and marketing platform;$3 million;3;FALSE;Seed
1607;July 14, 2022;Quartr;a Stockholm-based investor relations information app;$2.6 million;2,6;FALSE;Seed
1608;July 14, 2022;Morgen;a Zurich-based time management platform;$1 million;1;FALSE;Seed
1609;July 13, 2022;SingleStore;a San Francisco-based cloud-native SQL database company;$116 million;116;TRUE;Unknown
1610;July 13, 2022;Tecton;a San Francisco-based machine learning platform;$100 million;100;TRUE;Series C
1611;July 13, 2022;Pattern Brands;a New York-based at-home products company with multiple brands;$25 million;25;FALSE;Series B
1612;July 13, 2022;Traba;a Miami-based labor marketplace that connects workers with open shifts at warehouses and event venues;$20 million;20;FALSE;Series A
1613;July 13, 2022;Nexii;a Vancouver-based green construction company;$20 million;20;FALSE;Unknown
1614;July 13, 2022;Provus;a Saratoga, Calif.-based automated services quoting solution provider;$12 million;12;FALSE;Series A
1615;July 13, 2022;Quadrata;a Marina Del Rey, Calif.-based passport network;$7.5 million;7,5;FALSE;Seed
1616;July 13, 2022;Fold Health;a San Francisco-based digital health stack for primary care;$6 million;6;FALSE;Unknown
1617;July 13, 2022;The Cool Down;a Bend, Ore.-based climate media startup;$5.7 million;5,7;FALSE;Seed
1618;July 13, 2022;Tribute Brand;Zagreb, Croatia-based digital fashion brand;$4.5 million;4,5;FALSE;Seed
1619;July 13, 2022;Arise;a New York-based eating disorder and mental health care startup;$4 million;4;FALSE;Seed
1620;July 13, 2022;Wonder Robotics;a Tel Aviv-based autonomous flight and commercial drone landing technology company;$4 million;4;FALSE;Unknown
1621;July 13, 2022;Last Crumb;a Los Angeles-based cookie brand;$3 million;3;FALSE;Seed
1622;July 12, 2022;SingleOps;an Atlanta-based SaaS business management software;$74 million;74;FALSE;Unknown
1623;July 12, 2022;Inspirna;a New York-based small molecule therapeutics developer;$50 million;50;FALSE;Series D
1624;July 12, 2022;Continuum;a Salt Lake City-based talent marketplace for executives;$12 million;12;FALSE;Series A
1625;July 12, 2022;Asset Class;a Dublin-based investment management software solutions provider;$11.6 million;11,6;FALSE;Series A
1626;July 12, 2022;APDS;a New York-based career readiness platform;$7 million;7;FALSE;Series C
1627;July 12, 2022;Spearhead;a London-based African spirits company;$3 million;3;FALSE;Unknown
1628;July 12, 2022;CleanO2 Carbon Capture Technologies;a Calgary, Canada-based carbon capture technology company;$2.75 million;2,75;FALSE;Seed
1629;July 12, 2022;Gemini Sport Analytics;a Miami-based sports intelligence platform;$1.5 million;1,5;FALSE;Seed
1630;July 11, 2022;Planetarium Labs;a Singapore-based Web3 gaming company;$32 million;32;FALSE;Series A
1631;July 11, 2022;011h;a Barcelona-based construction building platform;$25.46 million;25,46;FALSE;Series A
1632;July 11, 2022;Moving Analytics;an Irvine, Calif.-based telehealth provider of a cardiovascular prevention program;$20 million;20;FALSE;Series A
1633;July 11, 2022;Ranger;a New York-based agent-first insurance company;$5.25 million;5,25;FALSE;Seed
1634;July 11, 2022;Pique Action;a Los Angeles-based climate solutions media company;$1 million;1;FALSE;Seed
1635;July 20, 2022;Sanctuary Wealth;an Indianapolis-based platform for financial advisors;$175 million;175;FALSE;Unknown
1636;July 20, 2022;CAMP4 Therapeutics;a Cambridge, Mass.-based biotechnology company using RNA to restore protein expression;$100 million;100;FALSE;Series B
1637;July 20, 2022;Flip;a Los Angeles-based e-commerce platform;$60 million;60;FALSE;Series B
1638;July 20, 2022;Cassava Technologies;a London-based digital services and infrastructure company to the pan-African region;$50 million;50;FALSE;Unknown
1639;July 20, 2022;Crunchbase;a San Francisco-based business information platform;$50 million;50;FALSE;Series D
1640;July 20, 2022;X1;a San Francisco-based credit card company;$25 million;25;FALSE;Series B
1641;July 20, 2022;Meow;a San Francisco-based crypto yield;$22 million;22;FALSE;Series A
1642;July 20, 2022;KitaBeli;a Jakarta-based social commerce platform;$20 million;20;FALSE;Unknown
1643;July 20, 2022;Intelligent City;a Vancouver-based urban housing design company;$17 million;17;FALSE;Series A
1644;July 20, 2022;Healthie;a New York-based infrastructure platform for digital health companies;$16 million;16;FALSE;Series A
1645;July 20, 2022;Koffie Insurance;a Brooklyn, New York-based insurance company for the trucking and transportation sector;$11 million;11;FALSE;Series A
1646;July 20, 2022;FairPlay;a Los Angeles-based decision-making algorithmic platform;$10 million;10;FALSE;Series A
1647;July 20, 2022;Veremark;a London-based pre-employment screening and career credentials firm;$8.5 million;8,5;FALSE;Unknown
1648;July 20, 2022;HiddenLayer;an Austin-based security platform for machine learning models;$6 million;6;TRUE;Seed
1649;July 20, 2022;Blustream.io;a Worcester, Mass.-based product experience platform;$5.2 million;5,2;FALSE;Series A
1650;July 20, 2022;Push Security;a London-based SaaS security company;$4 million;4;TRUE;Seed
1651;July 20, 2022;The Garden;a London and Manchester-based learning platform;$3.60 million;3,6;FALSE;Seed
1652;July 20, 2022;DRAUP;a London-based digital fashion platform;$1.5 million;1,5;FALSE;Unknown
1653;July 20, 2022;Umami;a San Francisco-based open-source web analytics platform;$1.5 million;1,5;TRUE;Seed
1654;July 21, 2022;Contentsquare;a Paris and New York-based digital experience analytics company;$400 million;400;TRUE;Series F
1655;July 21, 2022;Halborn;a Miami-based blockchain security firm;$90 million;90;TRUE;Series A
1656;July 21, 2022;BigHat Biosciences;a San Mateo, Calif.-based biotech company developing antibody therapies;$75 million;75;FALSE;Series B
1657;July 21, 2022;15Five;a San Francisco-based performance management company;$52 million;52;FALSE;Series C
1658;July 21, 2022;Cartography Biosciences;a Foster City, Calif.-based precision medicine company;$51 million;51;FALSE;Series A
1659;July 21, 2022;ZEBEDEE;a Hoboken, N.J.-based fintech and payment processor for the gaming industry;$35 million;35;FALSE;Series B
1660;July 21, 2022;Gordian Software;a Seattle-based API for selling flight add-ons;$25 million;25;FALSE;Series A
1661;July 21, 2022;Dot Compliance;a Phoenix-based quality and compliance platform company;$23 million;23;FALSE;Series B
1662;July 21, 2022;AppViewX;a New York-based machine identity management and application infrastructure security company;$20 million;20;TRUE;Series B
1663;July 21, 2022;Priori Legal;a New York-based marketplace for in-house legal teams;$15 million;15;FALSE;Series A
1664;July 21, 2022;YourChoice;a Berkeley, Calif.-based male contraception company;$15 million;15;FALSE;Series A
1665;July 21, 2022;valid8Me;a Cork, Ireland-based digital identity SAAS platform;$12.72 million;12,72;FALSE;Unknown
1666;July 21, 2022;Optic;a San Francisco-based Web3 A.I. company;$11 million;11;TRUE;Seed
1667;July 21, 2022;Natron Energy;a Santa Clara, Calif.-based sodium-ion batteries manufacturer;$7 million;7;FALSE;Unknown
